家,30.25826045,31.38948414,6,805.63,NN,1,-0.25766
老,31.67397317,31.83561466,6,490.39,VA,1,-0.36287
先生,31.83561466,32.20415727,6,1396.99,NN,1,-0.14699
答道,32.20415727,32.54443311,6,0.24,NN,1,-0.29145
是,33.73005298,33.91109145,6,28253.52,VC,1,-0.4551
地理学,33.91109145,34.64171101,6,0.42,NN,1,-0.21923
家,33.91109145,34.64171101,6,805.63,NN,1,-0.48695
地理学,35.48043311,36.52043311,6,0.42,NN,1,-0.4189
家,35.48043311,36.52043311,6,805.63,NN,1,-0.63526
就,36.85440179,37.08069988,6,8246.34,AD,1,-0.21806
是,37.08069988,37.26173835,6,28253.52,VC,1,-0.42347
种,37.39751721,37.5591587,6,468.48,VV,1,-0.21571
学者,37.5591587,38.29624392,6,5.6,NN,1,-0.32263
知道,39.05229177,39.69239209,6,5864.84,VV,1,-0.27388
有,40.17085091,40.31309543,6,8618.15,VE,1,-0.47232
海洋,40.31309543,41.024318,6,13.47,NN,1,-0.23381
有,41.90364773,42.06528923,6,8618.15,VE,1,-0.59843
江河,42.06528923,42.68843311,6,0.24,NN,1,-0.13525
城市,42.94461896,43.70443311,6,99.83,NN,1,-0.31624
山脉,43.88646904,44.65588255,6,3.58,NN,1,-0.14768
沙漠,44.79812706,45.63219718,6,20.18,NN,1,-0.32941
倒,47.31243311,47.43243311,6,181.6,VV,1,-0.15892
挺,47.43243311,47.61682754,6,226.64,AD,1,-0.14069
有,47.61682754,47.79140035,6,8618.15,VE,1,-0.70428
意思,47.79140035,48.28925616,6,573.5,NN,1,-0.20277
小,49.07160099,49.25910513,6,1042.34,VA,1,-0.18602
王子,49.25910513,49.59531943,6,31.93,NN,1,-0.061025
说,49.59531943,49.83243311,6,6765.38,VV,1,-0.30405
才,50.81732913,50.97897063,6,1094.48,AD,1,-0.16956
是,50.97897063,51.10181816,6,28253.52,VC,1,-0.38016
种,51.1923374,51.36044455,6,468.48,VV,1,-0.20375
真正,51.36044455,51.68521514,6,211.35,VA,1,-0.46161
行当,51.74987174,52.11243311,6,2.56,NN,1,-0.17967
朝,52.89429352,53.04300369,6,72.62,NR,1,-0.14701
四周,53.04300369,53.32749272,6,10.76,NN,1,-0.14828
看,53.32749272,53.52146252,6,3056.83,VV,1,-0.34062
看,53.63137873,53.84843311,6,3056.83,VV,1,-0.54672
位,54.14671069,54.26309256,6,487.92,VV,1,-0.31664
地理学,54.26309256,54.83853628,6,0.42,NN,1,-0.090829
家,54.26309256,54.83853628,6,805.63,NN,1,-0.27762
星球,54.9161242,55.36043311,6,43.34,NN,1,-0.23297
还,56.16043311,56.28037842,6,3884.93,AD,1,-0.31648
从来,56.28037842,56.55193613,6,255.79,AD,1,-0.20291
没有,56.55193613,56.7653029,6,3226.48,VE,1,-0.3274
见,56.7653029,56.96573835,6,874.61,VV,1,-0.25791
过,56.96573835,57.08858589,6,3350.21,VV,1,-0.39823
如此,57.55243311,57.91619034,6,247.57,VA,1,-0.36291
壮观,57.91619034,58.21361069,6,4.92,VA,1,-0.1626
行星,58.30412993,58.73643311,6,10.31,NN,1,-0.33293
星球,59.56855282,60.05643311,6,43.34,NN,1,-0.46823
真,60.24098144,60.49960783,6,3053.82,VA,1,-0.1175
美,60.49960783,60.7453029,6,214.63,VA,1,-0.097937
上面,61.41126586,61.88043311,6,159.87,NN,1,-0.3118
有,62.22593899,62.38111482,6,8618.15,VE,1,-0.48176
海洋,62.38111482,62.78845139,6,13.47,NN,1,-0.29389
没,64.81621085,65.1136312,6,4754.83,AD,1,-0.29446
法,65.1136312,65.41105155,6,148.96,NR,1,-0.10591
知道,65.41105155,65.94770131,6,5864.84,VV,1,-0.27954
地理学,66.67185521,67.24729893,6,0.42,NN,1,-0.14175
家,66.67185521,67.24729893,6,805.63,NN,1,-0.21647
说,67.24729893,67.46443311,6,6765.38,VV,1,-0.42952
小,69.46321228,69.68951037,6,1042.34,VA,1,-0.20119
王子,69.68951037,70.18443311,6,31.93,NN,1,-0.053331
大失所望,70.38443311,71.17643311,6,0.63,VV,1,-0.086572
那么,71.99440862,72.55243311,6,1245.85,AD,1,-0.34331
山脉,72.91253231,73.3651285,6,3.58,NN,1,-0.037615
没,75.51606379,75.80701848,6,4754.83,AD,1,-0.20212
法,75.80701848,76.05271355,6,148.96,NR,1,-0.11957
知道,76.05271355,76.52043311,6,5864.84,VV,1,-0.33742
地理学,77.06443311,77.65619718,6,0.42,NN,1,-0.091295
家,77.06443311,77.65619718,6,805.63,NN,1,-0.19133
说,77.65619718,77.93422055,6,6765.38,VV,1,-0.43454
那么,78.6648401,79.17643311,6,1245.85,AD,1,-0.5564
有,79.59243311,79.79238525,6,8618.15,VE,1,-0.3901
城市,79.79238525,80.29643311,6,99.83,NN,1,-0.24599
河流,80.64585234,81.18443311,6,4.68,NN,1,-0.34178
沙漠,81.46699113,81.95191562,6,20.18,NN,1,-0.21556
也,84.18339352,84.39029463,6,3928.9,AD,1,-0.41766
没法,84.39029463,84.8299595,6,26.59,AD,1,-0.17923
知道,84.8299595,85.2631587,6,5864.84,VV,1,-0.32007
地理学,86.18774805,86.73732913,6,0.42,NN,1,-0.16131
家,86.18774805,86.73732913,6,805.63,NN,1,-0.23039
说,86.73732913,86.95243311,6,6765.38,VV,1,-0.44362
可,87.81677396,87.97841546,6,1374.9,AD,1,-0.20197
还,88.60558446,88.74782897,6,3884.93,AD,1,-0.43838
是,88.74782897,88.88360783,6,28253.52,VC,1,-0.41679
地理学,88.88360783,89.53017381,6,0.42,NN,1,-0.24144
家,88.88360783,89.53017381,6,805.63,NN,1,-0.43282
一点儿,90.51243311,90.99141292,6,28.05,AD,1,-0.12086
不错,90.99141292,91.63151323,6,564.29,VA,1,-0.2505
地理学,92.60043311,93.15098032,6,0.42,NN,1,-0.42426
家,92.60043311,93.15098032,6,805.63,NN,1,-0.63874
说,93.15098032,93.36843311,6,6765.38,VV,1,-0.5324
但是,94.10143231,94.75243311,6,1571.49,AD,1,-0.41721
不,95.32344201,95.59499972,6,20543.44,AD,1,-0.37494
是,95.59499972,95.75963517,6,28253.52,VC,1,-0.56065
探察,95.75963517,96.51243311,6,0.15,VV,1,-0.10649
家,95.75963517,96.51243311,6,805.63,NN,1,-0.65069
手下,97.3954471,97.78443311,6,22.45,NN,1,-0.066093
探察,98.34589908,98.87608319,6,0.15,VV,1,-0.095108
家,98.34589908,98.87608319,6,805.63,NN,1,-0.69165
都,98.87608319,98.9859994,6,5294.71,AD,1,-0.36908
没有,98.9859994,99.43212993,6,3226.48,VE,1,-0.46749
地理学,100.1524331,100.8884331,6,0.42,NN,1,-0.038041
家,100.1524331,100.8884331,6,805.63,NN,1,-0.64008
是,101.1335377,101.3275075,6,28253.52,VC,1,-0.50072
不,101.3275075,101.5732026,6,20543.44,AD,1,-0.39011
去,101.5732026,101.7348441,6,4860.53,VV,1,-0.3227
计算,101.7348441,102.1745089,6,13.09,VV,1,-0.23243
城市,102.1745089,102.8004331,6,99.83,NN,1,-0.30247
河流,103.06677,103.7068703,6,4.68,NN,1,-0.22399
山脉,103.7068703,104.2564331,6,3.58,NN,1,-0.18549
海洋,104.2564331,105.2382479,6,13.47,NN,1,-0.32788
沙漠,105.2382479,106.0852493,6,20.18,NN,1,-0.34605
地理学,107.1124331,107.7044331,6,0.42,NN,1,-0.26739
家,107.1124331,107.7044331,6,805.63,NN,1,-0.17789
很,107.7044331,107.8827027,6,5979.28,AD,1,-0.25645
重要,107.8827027,108.4646121,6,348.08,VA,1,-0.19356
不,108.8721174,109.1372094,6,20543.44,AD,1,-0.29993
能,109.1372094,109.3053166,6,4967.91,VV,1,-0.2572
到处,109.3053166,109.6285996,6,104.66,AD,1,-0.29667
跑,109.6285996,109.8484331,6,367.61,VV,1,-0.1693
不,110.6243112,110.8312123,6,20543.44,AD,1,-0.60427
能,110.8312123,111.0057851,6,4967.91,VV,1,-0.54862
离开,111.0057851,111.3355337,6,606.89,VV,1,-0.16784
办公室,111.5812288,112.2004331,6,175.34,NN,1,-0.18453
但,112.9438962,113.118469,6,2034.22,AD,1,-0.46901
可以,113.2736449,113.6964331,6,2360.84,VV,1,-0.63844
办公室,114.0818523,114.7025557,6,175.34,NN,1,-0.3096
里,114.7025557,114.8706628,6,1886.22,NN,1,-0.25249
接见,114.8706628,115.4404331,6,2.09,VV,1,-0.15381
探察,115.4404331,116.1185352,6,0.15,VV,1,-0.16806
家,115.4404331,116.1185352,6,805.63,NN,1,-0.20785
询问,117.0954072,117.554469,6,18.63,VV,1,-0.30765
探察,117.554469,118.1284331,6,0.15,VV,1,-0.16242
家,117.554469,118.1284331,6,805.63,NN,1,-0.43247
回忆,118.9510515,119.4724331,6,35.62,VV,1,-0.21777
记录,119.4724331,119.9467632,6,133.55,NN,1,-0.24465
下来,119.9467632,120.4187563,6,380.01,VV,1,-0.19344
认为,121.4506902,122.1124331,6,754,VV,1,-0.27219
其中,122.4657988,122.9636546,6,137.21,NN,1,-0.24101
有,122.9636546,123.1123647,6,8618.15,VE,1,-0.39149
探察,123.2287466,123.8041903,6,0.15,VV,1,-0.13108
家,123.2287466,123.8041903,6,805.63,NN,1,-0.45061
回忆,123.9141066,124.3364331,6,35.62,VV,1,-0.41834
是,124.4960159,124.741711,6,28253.52,VC,1,-0.44518
有,124.741711,124.8724331,6,8618.15,VE,1,-0.61761
意思,124.8724331,125.3573234,6,573.5,NN,1,-0.15498
那么,126.1124331,126.4047603,6,1245.85,AD,1,-0.41778
地理学,126.4047603,127.2884331,6,0.42,NN,1,-0.12166
家,126.4047603,127.2884331,6,805.63,NN,1,-0.42542
就,127.4845255,127.6964331,6,8246.34,AD,1,-0.36514
对,127.6964331,127.8401368,6,3958.83,VA,1,-0.43367
探察,128.1052288,128.7065352,6,0.15,VV,1,-0.081194
家,128.1052288,128.7065352,6,805.63,NN,1,-0.43802
品德,128.8164514,129.5291023,6,0.98,NN,1,-0.30476
做,129.5291023,129.7747973,6,3647.59,VV,1,-0.34428
调查,130.2273935,130.8998221,6,188.37,NN,1,-0.19997
是,132.1412288,132.3998552,6,28253.52,VC,1,-0.40502
为什么,132.3998552,132.7877948,6,1522.16,AD,1,-0.32753
说,134.4946833,134.8244331,6,6765.38,VV,1,-0.48192
假话,134.8244331,135.3481504,6,1.79,NN,1,-0.29838
探察,135.470998,136.1110983,6,0.15,VV,1,-0.12539
家,135.470998,136.1110983,6,805.63,NN,1,-0.47613
会,136.4537783,136.6606794,6,7927.17,VV,1,-0.30501
给,136.6606794,136.8223209,6,3494.19,VV,1,-0.37406
地理,136.8223209,137.1843978,6,4.38,NN,1,-0.061431
书,137.1843978,137.4818182,6,213.2,NN,1,-0.27455
带来,137.6244331,137.9462616,6,133.9,VV,1,-0.2255
灾难,137.9462616,138.6898124,6,24.59,NN,1,-0.34836
性,137.9462616,138.6898124,6,133.93,NN,1,-0.27225
后果,138.793263,139.2199965,6,27.01,NN,1,-0.51754
同意,139.7695776,140.2644331,6,171.67,VV,1,-0.22159
太,141.0368469,141.263145,6,1942.11,AD,1,-0.15196
爱,141.263145,141.4377178,6,927.73,VV,1,-0.14123
喝酒,141.4377178,141.8404331,6,67.04,VV,1,-0.19945
探察,142.0713525,142.6644331,6,0.15,VV,1,-0.10417
家,142.0713525,142.6644331,6,805.63,NN,1,-0.19163
也,142.9778056,143.2687603,6,3928.9,AD,1,-0.45338
是,143.2687603,143.6114403,6,28253.52,VC,1,-0.36808
如此,143.6114403,144.3291285,6,247.57,VA,1,-0.43795
又,145.9002838,146.0813223,6,1060.05,AD,1,-0.35629
是,146.0813223,146.333654,6,28253.52,VC,1,-0.51031
为什么,146.333654,146.6884331,6,1522.16,AD,1,-0.34168
小,147.303503,147.4910071,6,1042.34,VA,1,-0.20123
王子,147.4910071,147.7819618,6,31.93,NN,1,-0.067435
说,147.7819618,148.0858478,6,6765.38,VV,1,-0.4623
喝,149.2964331,149.8768356,6,417.45,VV,1,-0.27049
醉,149.2964331,149.8768356,6,75.24,VA,1,-0.16
酒,149.98598,150.2446064,6,188.93,NN,1,-0.36524
人,150.4709045,150.6842713,6,5810.26,NN,1,-0.3386
看成,152.0614568,152.4364651,6,6.41,VV,1,-0.32391
那么,153.5844331,154.1897589,6,1245.85,AD,1,-0.39514
地理学,154.5844331,155.4324331,6,0.42,NN,1,0.014659
家,154.5844331,155.4324331,6,805.63,NN,1,-0.22561
就,155.7156546,155.896693,6,8246.34,AD,1,-0.41503
会,155.896693,156.0583345,6,7927.17,VV,1,-0.25373
只有,156.1941134,156.6208469,6,206.16,AD,1,-0.33478
坐,156.8148167,156.9958552,6,423.41,VV,1,-0.22196
山,156.9958552,157.2350846,6,65.97,NN,1,0.089078
地方,157.3514665,157.6747495,6,696.29,NN,1,-0.42733
写,157.9429649,158.473149,6,405.08,VV,1,-0.24839
成,157.9429649,158.473149,6,373.78,VV,1,-0.1835
座,158.7317754,159.2425625,6,93.36,NN,1,-0.14006
山,159.2425625,159.5270515,6,65.97,NN,1,-0.17812
认识,160.2576711,160.5874198,6,426.39,VV,1,-0.19466
人,160.8266492,161.0244331,6,5810.26,NN,1,-0.24801
搞,161.9030857,162.0453302,6,544.41,VV,1,-0.21579
探察,162.0453302,162.4203385,6,0.15,VV,1,-0.18239
话,162.5043921,162.6724331,6,1189.39,NN,1,-0.16829
就,163.0410418,163.189752,6,8246.34,AD,1,-0.36511
很,163.189752,163.4225158,6,5979.28,AD,1,-0.33484
可能,163.4225158,163.7204331,6,1324.25,VV,1,-0.32717
是,163.9850282,164.1604331,6,28253.52,VC,1,-0.38972
不,164.2501202,164.44409,6,20543.44,AD,1,-0.44843
好,164.44409,164.6509911,6,9977.13,VA,1,-0.40903
探察,164.7544417,165.3204331,6,0.15,VV,1,-0.11659
员,164.7544417,165.3204331,6,201.6,NN,1,-0.021196
小,165.9376574,166.122811,6,1042.34,VA,1,-0.21027
王子,166.122811,166.4137657,6,31.93,NN,1,-0.053595
说,166.4137657,166.6564331,6,6765.38,VV,1,-0.42627
是,167.6228441,167.7909512,6,28253.52,VC,1,-0.57808
可能,167.7909512,168.4957081,6,1324.25,VV,1,-0.50328
因此,169.219862,169.7764331,6,84.84,AD,1,-0.45822
探察,170.4677344,171.0964331,6,0.15,VV,1,-0.090414
家,170.4677344,171.0964331,6,805.63,NN,1,-0.26062
品德,171.2010954,171.6924856,6,0.98,NN,1,-0.20173
不错,171.6924856,172.3067232,6,564.29,VA,1,-0.28875
就,172.7851821,173.0244115,6,8246.34,AD,1,-0.46236
对,173.0244115,173.1731217,6,3958.83,VA,1,-0.50125
发现,173.4964046,173.9764331,6,589.45,VV,1,-0.28947
进行,174.2140929,174.7262547,6,193.31,VV,1,-0.32139
调查,174.7262547,175.3146298,6,188.37,NN,1,-0.33294
去,175.9741271,176.0969746,6,4860.53,VV,1,-0.35875
看,176.0969746,176.5043112,6,3056.83,VV,1,-0.38683
看,176.0969746,176.5043112,6,3056.83,VV,1,-0.55093
不,177.5284331,178.0043442,6,20543.44,AD,1,-0.41027
太,178.540994,178.8884331,6,1942.11,AD,1,-0.19689
复杂,178.8884331,179.2968207,6,54.01,VA,1,-0.32589
但是,180.0484331,180.3701202,6,1571.49,AD,1,-0.50135
要求,180.3701202,180.812994,6,155.52,VV,1,-0.39711
探察,180.812994,181.4564331,6,0.15,VV,1,-0.25213
家,180.812994,181.4564331,6,805.63,NN,1,-0.21017
提出,181.705255,182.1190573,6,42.3,VV,1,-0.23963
证据,182.1190573,182.5069969,6,152.56,NN,1,-0.29794
来,182.5069969,182.7656232,6,5519.32,VV,1,-0.31768
例如,183.3364331,183.8164331,6,13.03,AD,1,-0.44799
发现,184.7326013,185.1528692,6,589.45,VV,1,-0.35773
座,185.4632209,185.6054654,6,93.36,NN,1,-0.056838
大山,185.6054654,186.1097868,6,1.25,NR,1,0.15745
就,186.542986,186.7015981,6,8246.34,AD,1,-0.4031
要求,186.7015981,187.0960034,6,155.52,VV,1,-0.39002
带,187.2317822,187.4580803,6,926.15,VV,1,-0.27059
大,187.9559361,188.1434403,6,1343.24,VA,1,-0.16723
石头,188.1434403,188.7059527,6,41.88,NN,1,-0.26328
地理学,189.6804331,190.3204331,6,0.42,NN,1,-0.03398
家,189.6804331,190.3204331,6,805.63,NN,1,-0.25228
忽然,190.3204331,190.6589649,6,7.33,AD,1,-0.26105
忙乱,190.6589649,191.0081105,6,0.42,VA,1,-0.13207
起来,191.0081105,191.3055309,6,1109.06,VV,1,-0.30315
正好,191.8404331,192.2964331,6,63.08,AD,1,-0.3921
是,192.9284115,193.1029843,6,28253.52,VC,1,-0.3249
老,193.2322975,193.4521299,6,490.39,VA,1,-0.29508
远,193.4521299,193.6137714,6,195.85,VA,1,-0.26342
来,193.6137714,193.7948099,6,5519.32,VV,1,-0.35179
么,193.9499857,194.1180929,6,1166.14,NN,1,-0.21677
是,194.7560034,194.9564388,6,28253.52,VC,1,-0.52233
探察,195.0534237,195.6870584,6,0.15,VV,1,-0.061975
家,195.0534237,195.6870584,6,805.63,NN,1,-0.25173
来,196.4564719,196.6310447,6,5519.32,VV,1,-0.53384
给,196.6310447,196.7668236,6,3494.19,VV,1,-0.33448
介绍,196.8832054,197.3487329,6,77,VV,1,-0.13568
下,197.3487329,197.5039088,6,1549.34,VV,1,-0.22231
星球,198.0470242,198.4557959,6,43.34,NN,1,-0.22776
于是,199.0644331,199.4884331,6,58.13,AD,1,-0.34315
已经,199.8782411,200.1368674,6,1543.29,AD,1,-0.36687
打开,200.1368674,200.4213565,6,148.72,VV,1,-0.30326
登记簿,200.4213565,200.828693,6,0.24,NN,1,0.011798
地理学,200.9386093,201.5981066,6,0.42,NN,1,-0.030721
家,200.9386093,201.5981066,6,805.63,NN,1,-0.20557
削,201.9084582,202.1844331,6,4.86,VV,1,-0.072637
起,202.1844331,202.3416574,6,603.07,VV,1,-0.21826
铅笔,202.5808868,202.9251558,6,7.27,NN,1,-0.14401
来,202.9251558,203.1449883,6,5519.32,VV,1,-0.36987
首先,204.1794938,204.4639829,6,108.03,AD,1,-0.47692
是,204.4639829,204.6062274,6,28253.52,VC,1,-0.31638
用,204.6062274,204.7290749,6,1563.08,VV,1,-0.45258
铅笔,204.7290749,205.1364331,6,7.27,NN,1,-0.40767
记,205.31745,205.4338318,6,130.33,VV,1,-0.018594
下,205.4338318,205.5760763,6,1549.34,VV,1,-0.27317
探察,205.5760763,206.0351382,6,0.15,VV,1,-0.031654
家,205.5760763,206.0351382,6,805.63,NN,1,-0.14518
叙述,206.1127261,206.5124331,6,3.46,VV,1,-0.27662
等到,207.0764924,207.3092562,6,9.36,VV,1,-0.1599
探察,207.3092562,207.8394403,6,0.15,VV,1,-0.056878
家,207.3092562,207.8394403,6,805.63,NN,1,-0.42796
提出,207.8394403,208.1368606,6,42.3,VV,1,-0.16914
证据,208.2144485,208.4989376,6,152.56,NN,1,-0.22479
以后,208.4989376,208.8416175,6,259.28,AD,1,-0.30882
再,209.042053,209.2036945,6,1684.82,AD,1,-0.31032
用,209.2036945,209.3588703,6,1563.08,VV,1,-0.28157
墨水,209.3588703,209.7920695,6,4.95,NN,1,-0.20445
笔,209.3588703,209.7920695,6,98.82,NN,1,-0.24665
记,209.7920695,209.914917,6,130.33,VV,1,-0.052173
下来,209.914917,210.2189182,6,380.01,VV,1,-0.32336
怎么样,211.7124856,212.4484331,6,625.58,VA,1,-0.19573
地理学,213.2964331,213.8461533,6,0.42,NN,1,-0.073891
家,213.2964331,213.8461533,6,805.63,NN,1,-0.1403
询问,213.8461533,214.2340929,6,18.63,VV,1,-0.16384
道,214.2340929,214.4164331,6,111.99,NN,1,-0.045032
小,216.5334032,216.7093822,6,1042.34,VA,1,-0.17079
王子,216.7093822,217.031259,6,31.93,NN,1,-0.060555
说道,217.031259,217.3998016,6,3.16,VV,1,-0.29921
没有,218.0075736,218.4089484,6,3226.48,VE,1,-0.28382
多,218.4089484,218.5511929,6,1568.12,VA,1,-0.2524
大,218.5511929,218.7395994,6,1343.24,VA,1,-0.29703
意思,218.7395994,219.1124331,6,573.5,NN,1,-0.06176
很,219.7364331,220.0262657,6,5979.28,AD,1,-0.29646
小,220.0262657,220.3284331,6,1042.34,VA,1,-0.49901
有,220.9833536,221.24198,6,8618.15,VE,1,-0.42963
座,221.4359498,221.5717287,6,93.36,NN,1,-0.067179
火山,221.5717287,221.9204331,6,7.9,NN,1,-0.11036
座,222.5286463,222.6644252,6,93.36,NN,1,-0.28224
是,222.6644252,222.819601,6,28253.52,VC,1,-0.49504
活,222.819601,223.0071051,6,343.08,VA,1,-0.14175
座,223.8541066,224.1124331,6,93.36,NN,1,-0.50055
是,224.3907563,224.546208,6,28253.52,VC,1,-0.55336
熄灭,224.546208,224.9535446,6,4.17,VV,1,-0.18902
但是,225.6644331,225.9844331,6,1571.49,AD,1,-0.33628
也,226.1108977,226.2596078,6,3928.9,AD,1,-0.31092
很,226.2596078,226.4147837,6,5979.28,AD,1,-0.3112
难,226.4147837,226.5376312,6,305.67,VA,1,-0.13429
说,226.5376312,226.7444331,6,6765.38,VV,1,-0.3933
很,226.996693,227.4298922,6,5979.28,AD,1,-0.61182
难,227.4298922,227.6949843,6,305.67,VA,1,-0.33966
说,227.6949843,228.3544816,6,6765.38,VV,1,-0.56164
地理学,228.9816506,229.5050418,6,0.42,NN,1,-0.057538
家,228.9816506,229.5050418,6,805.63,NN,1,-0.21884
说道,229.5050418,229.9059128,6,3.16,VV,1,-0.48756
还,230.7593798,230.9210213,6,3884.93,AD,1,-0.4413
有,230.9210213,231.0632659,6,8618.15,VE,1,-0.41635
花儿,231.2895639,231.554656,6,3.22,NN,1,-0.13896
是,232.9674072,233.1678426,6,28253.52,VC,1,-0.44435
不,233.1678426,233.445866,6,20543.44,AD,1,-0.48975
记载,233.445866,233.8273399,6,5.46,VV,1,-0.2449
花卉,233.8273399,234.3639897,6,0.66,NN,1,-0.076349
地理学,235.0558153,235.6377247,6,0.42,NN,1,-0.3102
家,235.0558153,235.6377247,6,805.63,NN,1,-0.47021
说,235.6377247,235.8834198,6,6765.38,VV,1,-0.50345
是,236.7430857,236.8982616,6,28253.52,VC,1,-0.61151
为什么,236.8982616,237.4084331,6,1522.16,AD,1,-0.29629
花,237.9392328,238.2431188,6,266.7,VV,1,-0.16504
是,238.5599361,238.715112,6,28253.52,VC,1,-0.69821
星球,238.9478757,239.2582274,6,43.34,NN,1,-0.20949
上,239.2582274,239.4198689,6,3409.33,VV,1,-0.34076
最,239.4198689,239.6590983,6,1385.06,AD,1,-0.34058
美丽,239.6590983,239.9629843,6,75.83,VA,1,-0.23804
东西,240.0599692,240.5684331,6,1136.54,NN,1,-0.35492
花卉,241.7864827,242.4324331,6,0.66,NN,1,-0.12064
是,242.7563317,242.9503015,6,28253.52,VC,1,-0.71737
短暂,242.9503015,243.8490282,6,10.58,VA,1,-0.08025
叫,245.6270846,245.7844331,6,1032.83,VV,1,-0.20719
短暂,245.7844331,246.5364331,6,10.58,VA,1,-0.24816
地理学,247.5524331,248.3639293,6,0.42,NN,1,-0.12979
书籍,248.3639293,248.8964331,6,3.25,NN,1,-0.16311
是,249.0880832,249.2561903,6,28253.52,VC,1,-0.60014
书,249.851031,250.0837948,6,213.2,NN,1,-0.26759
中,250.0837948,250.2712989,6,1039.21,NR,1,-0.37204
最,250.2712989,250.6564331,6,1385.06,AD,1,-0.25734
严肃,250.6564331,251.2204388,6,21.25,VA,1,-0.37954
书,251.2980267,251.6019128,6,213.2,NN,1,-0.44179
地理学,252.3713263,252.927373,6,0.42,NN,1,-0.32915
家,252.3713263,252.927373,6,805.63,NN,1,-0.24692
说道,252.927373,253.3605722,6,3.16,VV,1,-0.24365
类,254.2783151,254.4981476,6,53.48,NN,1,-0.30619
书,254.4981476,254.7604331,6,213.2,NN,1,-0.61196
是,254.7604331,255.1059196,6,28253.52,VC,1,-0.41718
从不,255.1059196,255.7330886,6,15.59,AD,1,-0.30126
会,255.7330886,255.9011957,6,7927.17,VV,1,-0.2911
过时,255.9011957,256.6124183,6,7.72,VA,1,-0.23193
很,257.3559692,257.8498261,6,5979.28,AD,1,-0.39168
少,257.3559692,257.8498261,6,158.73,VA,1,-0.26074
会,257.8498261,258.0373302,6,7927.17,VV,1,-0.56983
发生,258.0373302,258.4769951,6,673.75,VV,1,-0.20494
座,258.9813166,259.1300267,6,93.36,NN,1,-0.067295
山,259.1300267,259.4884331,6,65.97,NN,1,0.094195
变换,259.4884331,259.9188372,6,2.89,VV,1,-0.22232
位置,260.0222878,260.5977315,6,96.97,NN,1,-0.34296
很,260.9339458,261.4382673,6,5979.28,AD,1,-0.50719
